User ID,Predicted User Category,Recommended News Category,Recommended Article
U6886,user_3,Entertainment,Ferdinand The Bull Steers People To Understand Learning And Attention Issues
U2362,user_3,Entertainment,The Late-Night Show Hoping To Trick You Into Getting Along With Fellow Americans
U5476,user_2,Crime,The Killings Of Two Good Samaritans In Portland Can Only Be Called Domestic Terrorism
U1187,user_1,Tech,Spotify Hits A Major New Landmark
U9974,user_3,Entertainment,"What To Expect From The 2014 Oscar Performers, Including Bette Midler And Liza Minnelli"
U3083,user_2,Crime,Authorities In Sherri Papini Case Give Conflicting Statements On Alleged Abduction
U6410,user_1,Tech,iLuv MobiAria Review
U3369,user_1,Tech,A New Gadget Frees Spotify From Your Smartphone
U3199,user_3,Entertainment,NBC Officially Fires Trump From 'Celebrity Apprentice'
U5736,user_1,Tech,Are Smartphones 'Over'?
U2590,user_2,Crime,Dzhokhar Tsarnaev Captured: Alleged Boston Marathon Bomber Arrested Following Manhunt
U1881,user_3,Entertainment,Gigi Hadid Denies Claim That She's Trying To 'Disguise' Her Pregnancy
U5358,user_2,Crime,Trump Calls Central Park 5 Settlement A 'Disgrace'
U1418,user_3,Entertainment,Dwayne Johnson Pumps The Brakes On Vin Diesel's 'Fast And Furious' Reunion Plea
U8588,user_1,Tech,Don't Publicly Mock People Who Look A Little Funny Using Technology
U1854,user_1,Tech,Smart TVs Just Got Even Smarter
U2961,user_3,Entertainment,Mom Says She's Afraid Of 16-Year-Old Daughter And Sleeps With A Bat
U5997,user_1,Tech,Making Sense of All That Data
U8924,user_2,Crime,"FBI Arrests Baltimore Police Officer For Allegedly Selling Ghost Gun, Drugs"
U2772,user_1,Tech,Teen's Apple Computer Collection Is Mac-nificent
U3660,user_2,Crime,UNC Victim's Former Roommate Recalls Threats Before Fatal Shooting
U9014,user_1,Tech,Twitter Wins Dismissal Of Lawsuit Alleging Islamic State Support: Federal Judge
U5768,user_3,Entertainment,Will Katy Perry Profit Off Taylor Swift's 'Bad Blood'?
U6298,user_2,Crime,New Jersey Train Was Going Twice The Speed Limit Before Crash: NTSB
U4406,user_2,Crime,Plainclothes New York City Police Detectives Shoot And Kill Suspected Robber In Manhattan
U3652,user_2,Crime,Cops Kill Man With Asperger's After Being Asked To Check On Him
U2275,user_3,Entertainment,"Will Smith Resigns From Film Academy Over Oscars Slap, Issues Extensive Apology"
U3956,user_3,Entertainment,Debbie Reynolds' Last Words Show The Power Of A Mother's Love
U5503,user_2,Crime,"Jeffrey Harris Steals Son's Identity, Spends Thousands Of Dollars: Police"
U7993,user_2,Crime,Mom Accused Of Poisoning Son With Prescription Drugs For A Year
U1232,user_1,Tech,Quirky Retro Video Shows Evolution Of The Video Game Controller
U3205,user_2,Crime,Daniel St. Hubert and Why the Criminal-Justice System Needs More Mental-Health Oversight
U6352,user_3,Entertainment,Celebrities Mourn Adam West's Death By Sharing Love And Memories
U1732,user_1,Tech,Can You Spot The Emojis In These Real-Life Photos?
U0637,user_2,Crime,Mayor De Blasio Postpones Italian Vacation In Light Of Man's Chokehold Death
U0009,user_1,Tech,Snapchat Files For IPO That Would Be Biggest In Years For Tech
U0134,user_1,Tech,This Very Simple Computer Program Could Help Veterans With PTSD
U0146,user_1,Tech,"Chip, Implanted In Brain, Helps Paralyzed Man Regain Control Of Hand"
U0547,user_2,Crime,"'Knockout Game' Is A Fabricated Trend, Victim James Addlespurger Says (VIDEO)"
U5561,user_1,Tech,Nintendo Stock Tanks Despite 'Pokemon Go' Craze
U8136,user_3,Entertainment,Kelly Clarkson Kills Cover Of Taylor Swift's 'Blank Space'
U7186,user_2,Crime,Biting Argument Over Trump May Cost Man His Ear
U7026,user_2,Crime,Nevada Ambulance Plane Crash Kills 3 Crew And Patient
U8983,user_2,Crime,"Zoe Brown, Abandoned Toddler In South Carolina, Identified Solving 'Little Jane Doe' Mystery"
U5992,user_2,Crime,Baltimore Police Officer Testifies In His Own Defense At Freddie Gray Trial
U5968,user_2,Crime,"Young Mother Killed By Reckless, Drunk Driver, Police Say"
U5582,user_2,Crime,Working as a Defense Attorney Shouldn't Mean Political Suicide
U4024,user_3,Entertainment,Blessing You With The Best Met Gala 2018 Tweets
U2802,user_1,Tech,8 Times The Internet Tried To Explain The World With 'Pokemon Go'
U3606,user_3,Entertainment,Will Neil Patrick Harris Be On 'American Horror Story'?
U5050,user_1,Tech,The Top Laptop Deals Of Black Friday 2015
U0612,user_2,Crime,Siblings From Parkland High School Write Essays To Say 'Never Again'
U0664,user_1,Tech,Google Glass May Be The Future Of The Porn Industry
U5623,user_2,Crime,Farmer's Wife Accused Of Murder After Body Found In Pile Of Manure
U7018,user_2,Crime,6 Bystanders Reportedly Shot Just An Hour After Alabama Peace Rally
U9541,user_3,Entertainment,Mad About the '60s  ...  50th Anniversary of Coup Classic Seven Days In May
U2003,user_2,Crime,EXCLUSIVE: Sheriff's Office Cuts Off Jailhouse Interview After Deadly Raid On Georgia Home
U4472,user_2,Crime,Former Chemist May Have Tainted Thousands Of Criminal Cases
U7162,user_2,Crime,NYPD Sergeant Shot In The Face While On Duty In Queens
U1793,user_1,Tech,Spotify May Reserve Some New Music For Paying Subscribers
U0217,user_3,Entertainment,Tom Hanks Calls Out People Not Wearing Masks: 'Don't Be A P***Y'
U1921,user_3,Entertainment,'Star Wars' Propels Domestic Box Office Sales To $11 Billion
U3323,user_3,Entertainment,The Actress Who Plays Brook Soso Doesn't Wear Deodorant In Real Life
U6426,user_2,Crime,"Mother Admits Smothering Children, Faces Murder Charges"
U9256,user_3,Entertainment,"Dwayne 'The Rock' Johnson Saves Puppy From Drowning, Melts Our Hearts In The Process"
U3141,user_2,Crime,Domestic Murder and Murder-Suicide: It's Not About the Relationship
U8824,user_1,Tech,"Google Will Soon Know You Better Than Your Spouse Does, Top Exec Says"
U2321,user_2,Crime,Thief Nabs $1.6 Million Bucket Of Gold Left On Back Of Truck: Cops
U9957,user_1,Tech,Watch The Top 9 YouTube Videos Of The Week
U0805,user_1,Tech,"iPhone 5 Release Date, iPad Mini Launch, And A New iPod Touch (Finally!): This Week In Apple Rumors"
U5336,user_3,Entertainment,'Cruella' Sequel In The Works Even Though '101 Dalmatians' Already Exists
U3959,user_3,Entertainment,You'll Miss Carrie Fisher Even More After Watching Ellen DeGeneres' Touching Tribute
U7788,user_2,Crime,Officials: NH Missing Girl Case Shifts To Homicide Probe
U8319,user_3,Entertainment,Amy Schumer And Goldie Hawn Wild Out In First 'Snatched' Trailer
U0040,user_1,Tech,People Google Some Weird Questions About Clinton And Sanders
U7973,user_3,Entertainment,"'Bachelor In Paradise' Season 2, Episode 1 & 2: Welcome To Hell -- And A Beach"
U5080,user_2,Crime,Farmer's Wife Accused Of Murder After Body Found In Pile Of Manure
U8377,user_3,Entertainment,Hangout Snapshot: Get a Closer Look at Zella Day
U2334,user_3,Entertainment,The Most Hated Character Returns In The 'Game Of Thrones' Coloring Book
U0619,user_1,Tech,TikTok Search Results Riddled With Misinformation: Report
U8383,user_1,Tech,Apple Could Learn Something From Amazon's New Tablet For Tots
U8396,user_2,Crime,"NYPD Officer Shoots Woman Who Tried To Attack Him With Baseball Bat, Police Say"
U8411,user_3,Entertainment,"Friday Box Office Keeps 'Gravity' Afloat At No. 1, With Strong Debut From 'Captain Phillips'"
U7972,user_3,Entertainment,"In A Basement In Ohio, The Breeders Came Back To Life"
U3729,user_1,Tech,Pranksters Rename Mexico's Congress As 'Chamber of Rats' On Google Maps
U5512,user_3,Entertainment,The Non-Whitewashed Original 'Ghost In The Shell' Anime Film Is Coming To Theaters
U7290,user_1,Tech,Apple's Safari Browser Is Crashing For Some Users: Report
U1819,user_1,Tech,Surging Demand For Rechargeable Batteries Is Driving Business To South America
U0698,user_1,Tech,"Velvin Hogan, Foreman In Apple Samsung Case, Says Jury Didn't Want $1 Billion Verdict To Be 'Just A Slap On The Wrist'"
U4998,user_1,Tech,How to Integrate Social Media With Your SEO Campaign
U0437,user_2,Crime,"Erika Perdue, Dallas Socialite, Arrested For Allegedly Trading Child Pornography From Mansion"
U4345,user_2,Crime,"Amonderez Green, Teen Shot Near Ferguson, Was An Avid Rapper"
U1855,user_3,Entertainment,'The Walking Dead' Introduces Previously Teased Gay Character
U0955,user_3,Entertainment,Tomi Lahren Uses Military Trans Ban To Slam Obama. J.K. Rowling Wasn't Having It.
U5818,user_3,Entertainment,Here's A First Look At James Bond In 'Spectre'
U3543,user_1,Tech,This Should Make Uber Drivers Really Nervous
U4127,user_2,Crime,'Speed Freak Killers' Investigation Uncovers Another Body
U8641,user_2,Crime,Steven Powell's Journals Reveal Sexual Obsession With Susan Powell
U2191,user_2,Crime,Texas Deputy Found Dead In Lake
U7218,user_3,Entertainment,Journalist Asks 'Fresh Off The Boat' Stars About Chopsticks
U3426,user_3,Entertainment,T-Pain Singing Without Auto-Tune Is Surprisingly Wonderful
U6063,user_3,Entertainment,James Corden And Jason Derulo Take Dance Lessons From Some Adorable Toddlers
U0722,user_3,Entertainment,'Finding Dory' Ending Altered To Reflect Killer-Whale Revelations In 'Blackfish'
U3379,user_3,Entertainment,Why Woman Says She Called Poison Control After Ex Gave Their Daughter A Sports Drink
U1456,user_2,Crime,Bill Cosby Yells At Prosecutor After Guilty Verdict: 'You A**hole!'
U4783,user_2,Crime,Paul Anthony Lajeunesse Breaks Baby's Leg For Interrupting Video Game: Cops
U4951,user_2,Crime,Cruise Ship Comes Within Feet Of Colliding With Jet Skiers
U9877,user_2,Crime,Cruise Ship Comes Within Feet Of Colliding With Jet Skiers
U7491,user_1,Tech,"Twitter's 'Secret' IPO Puts Investors In The Dark, For Now"
U2236,user_1,Tech,How Mark Zuckerberg's Control Of Facebook Lets Him Print Money
U6637,user_1,Tech,The 8 Coolest iPhone Features Apple Just Announced
U2323,user_2,Crime,Man's 'World Destroyed' After Cop Kills Burberry The Service Dog
U4290,user_2,Crime,"California DMV Employees Traded Cash For Licenses, Feds Say"
U0817,user_2,Crime,Prospects Improve For Pit Bull Whose Mouth Was Taped Shut
U8658,user_3,Entertainment,The Type Of Show We All Watch The Fastest On Netflix
U9264,user_1,Tech,California Says Self-Driving Cars Still Require Human Drivers
U1011,user_2,Crime,Citizen's Tip Leads To Capture Of Escaped California Inmates
U5631,user_1,Tech,Hewlett-Packard Is Splitting Into Two Companies
U6999,user_3,Entertainment,Seth Meyers Addresses That Time Jimmy Fallon Rubbed Trump's Head
U1270,user_2,Crime,Officials Say Planned Parenthood Fire In Washington State Was Arson
U1089,user_2,Crime,Walmart Customer Fatally Shoots Teen Accused Of Stealing Diapers
U9266,user_3,Entertainment,Jon Hamm Finally Wins Emmy Award For 'Mad Men'
U9655,user_3,Entertainment,This $3.8 Million Vehicle Is The World's Most Expensive SUV
U2603,user_2,Crime,What The Video Shows Vs. What The Officer Claims About Sam Dubose's Killing
U1454,user_2,Crime,The Death Of Victoria Gray: How Texas Jails Are Failing Their Most Vulnerable Captives
U7274,user_3,Entertainment,Michelle Duggar Opens Up About Teenage Struggle With Bulimia
U6336,user_2,Crime,"Charles Manson Reportedly Hospitalized, In Deteriorating Condition"
U7524,user_3,Entertainment,Jackie Chan To Receive Lifetime Achievement Oscar
U6080,user_1,Tech,California Can Teach The Rest Of Us An Important Lesson In Digital Privacy
U1354,user_1,Tech,Passport Robot Tells Man Of Asian Descent His Eyes Are Too Closed
U2867,user_1,Tech,It's Time To Talk About The 'Gig Economy'
U0515,user_3,Entertainment,Wentworth Miller Shuts Down Internet Trolls Over Body-Shaming Meme
U4544,user_3,Entertainment,You Can Now Stream 'The O.C.' In Its Entirety On CW Seed
U4195,user_1,Tech,The Man Behind The Mac OS Is Working On A Mystery Startup With Other Ex-Apple Employees
U0220,user_3,Entertainment,My Conversation With Ian Somerhalder
U8303,user_2,Crime,Man Suspected Of Punching Rabbit During Fight About Women's Rights
U2858,user_2,Crime,Kansas Chemical Leak Causes Respiratory Issues For More Than 100
U7269,user_3,Entertainment,Scott Disick Reportedly Enters Rehab For Drugs And Alcohol
U8880,user_2,Crime,"Children's Bodies Found In Freezer, Mother Arrested"
U9717,user_2,Crime,"'Disgruntled Employee' Shoots 1 Dead, Takes Hostages In Charleston"
U9427,user_1,Tech,Company Blames Secret Intimate Recordings By Sex Toy On 'Minor Bug'
U1868,user_2,Crime,"Woman Faked Being Pregnant Before Kidnapping Baby, Killing Mom: Cops"
U8176,user_3,Entertainment,'Blade Runner' Sequel Set Collapses On Construction Worker In Fatal Accident
U8457,user_2,Crime,Florida Airport Shooting Suspect Esteban Santiago Appears In Federal Court
U0422,user_3,Entertainment,'Big Bang Theory' Actor Reveals The One Character He Wants To Meet
U6519,user_2,Crime,"Woman Stabs Boyfriend To Death After He Bites Her Finger, New York Police Say"
U8822,user_3,Entertainment,'Orange Is The New Black' Star Hopes One Good Thing Came Out Of Poussey's Death
U2330,user_1,Tech,Twitter HQ Justin Bieber Flash Mob: Employees Dance To 'Baby' At San Francisco Office (VIDEO)
U0774,user_1,Tech,Twitter's Latest Experiment Is Going To Confuse A Lot Of People
U1259,user_2,Crime,Louisiana Shooter Booby-Trapped Former Home Amid Eviction
U7451,user_3,Entertainment,"Happy Birthday, Jack! Words of Wisdom from America's Greatest Homegrown Actor"
U8284,user_2,Crime,Man Shot Dead By Oklahoma City Cop Was Deaf (UPDATED)
U7912,user_1,Tech,Will Robot Cars Get Stuck in Policy Traffic?
U1182,user_3,Entertainment,Bill Cosby Cancels Boston Shows Over Weather Concerns
U8023,user_1,Tech,"Researchers Discover Major Android Security Flaw, Many Phones At Risk"
U7700,user_2,Crime,"Jilted Ex-Boyfriend Sends Nude Photos Of Teacher To Students, Staff: Police"
U9524,user_3,Entertainment,You Must Listen To These Little Boys Perform Beyoncé's 'Listen'
U5862,user_1,Tech,Human Player Finally Beats Google's AlphaGo AI Program At 'Go'
U3452,user_1,Tech,This App Sends Alerts When Donald Trump Tweets About Stocks You Own
U2604,user_3,Entertainment,"Becca Kufrin, Dumped Hard On 'The Bachelor,' Is New 'Bachelorette'"
U6376,user_2,Crime,Watch Hero Cop's Narrow Rescue Of Man Jumping From 6th Floor
U9900,user_1,Tech,Tim Cook's July Fourth Tweet Has A Not-So-Subtle Message
U3693,user_1,Tech,Runner's Magical Time-Lapse Video Captures Changing Of The Seasons
U4454,user_2,Crime,CAUGHT ON CAMERA: Suspect Bird-Naps Peacock
U2354,user_3,Entertainment,Lorde Predicted The Downfall Of Predatory Men Back In January
U0764,user_1,Tech,U.S. Internet Connections Are Getting Faster
U6044,user_2,Crime,Judge Rejects Requests To Postpone Boston Bombing Trial
U3366,user_1,Tech,Facebook's 'On This Day' Feature Now Filters Out Depressing Memories
U8304,user_1,Tech,U.S. Takes Apple To Trial Over eBooks: 'This Case Will Effectively Set The Rules For Internet Commerce'
U8296,user_2,Crime,Man Pulls Gun On 6 Kids For Damaging Donald Trump Sign: Police
U9972,user_1,Tech,"Microsoft Debuts Surface Book, Its First Laptop, Plus Other New Gizmos"
U3367,user_3,Entertainment,Gisele Bündchen Holds Up Tom Brady Like It's No Big Deal
U5901,user_2,Crime,Suicides In Jails On The Rise: Report
U2729,user_2,Crime,DNA Swab Nabs Suspect In Vanessa Marcotte's Killing
U8362,user_2,Crime,Suspected Killer Of Little Girl Worked For Police
U7575,user_1,Tech,How New Secure Credit Cards Are Hurting Netflix And Other Companies
U0734,user_3,Entertainment,Salma Hayek Shares Beautiful Tribute After Beloved Rescue Dog Lupe Dies
U0577,user_1,Tech,"Wake Up, Game Awards: Women Are Gamers, Too"
U1871,user_2,Crime,"Youth Offenders In Michigan Serving Life Should Have Chance At Parole, Judge Says"
U2297,user_2,Crime,"8 Shot, Including Toddler, In 'Planned' Baltimore Shooting: Cops"
U8909,user_1,Tech,"YouTube, Remix Culture and Curation"
U1286,user_1,Tech,New Trends in Wearable Technology
U5652,user_1,Tech,The Dark Side Of Free Gum
U7255,user_3,Entertainment,How Well Do You Remember The Video For 'Baby One More Time'?
U5240,user_3,Entertainment,"Will Smith's 'Fresh Prince' Rap Returns, Star Joined By Alfonso Ribeiro, Jaden Smith, DJ Jazzy Jeff"
U6341,user_2,Crime,"Plane Crashes Into Maryland Home, Kills 3"
U1384,user_1,Tech,Review: New Apple TV Is Bursting With Potential
U5662,user_1,Tech,Google Cancels 'Town Hall' On Gender Dispute Over Fears Of Online Harassment By Far-Right
U0534,user_2,Crime,'Serial' Subject Adnan Syed Is Denied Bail Motion
U7426,user_3,Entertainment,What To Watch On Amazon Prime That’s New This Week
U9627,user_3,Entertainment,Lena Dunham Apologizes For Comparing Bill Cosby To The Holocaust
U0547,user_2,Crime,Probe Launched After Fatal Police Shooting Of Woman Who Threatened Suicide
U5472,user_1,Tech,Mark Zuckerberg Made A LOT Of Money During His Paternity Leave
U8480,user_2,Crime,LISTEN: 911 Call Appears To Contradict Cops' Narrative In Killing
U0167,user_1,Tech,eSports and How to Stay Connected with Your Grown-Up Kids
U0193,user_2,Crime,Boston Men Involved In Terror Probe Allegedly Planned To Behead Cop
U6691,user_2,Crime,Police Recover Body Of ESPN Writer's Missing Son
U7154,user_3,Entertainment,"GTA Debuts ""Little Bit of This"" Featuring Vince Staples and Talks Bowling With Rihanna"
U7894,user_2,Crime,Frein's Sister Questions Brother's Injuries
U2756,user_1,Tech,It Has to Be Seen to Be Believed
U8210,user_1,Tech,Facebook’s Response To Philando Castile Shooting Video Isn’t Good Enough
U0388,user_1,Tech,Ashley Madison Hackers Speak Out: 'Nobody Was Watching'
U0171,user_2,Crime,'Not Our Vision Of Justice': #BlackLivesMatter Condemns NYPD Cop Killings
U2116,user_1,Tech,Apple Is 'Experimenting' With 'iWatch': New York Times
U5436,user_2,Crime,"Parents Threw Hot Oil On Teen For Refusing Forced Marriage, Cops Say"
U6699,user_2,Crime,Hero Train Engineer Helped 7 Passengers Escape Deadly Train Crash
U9724,user_3,Entertainment,Donald Trump Almost Played The President In 'Sharknado'
U1436,user_1,Tech,Steve Wozniak: 'I Don't Have Broadband At Home'
U3341,user_1,Tech,Are Smartphones 'Over'?
U7186,user_2,Crime,Wisconsin Shooting: Several People Injured After Shots Fired At Sikh Temple
U3607,user_1,Tech,Video Game Gift Givers Guide For Dummies: Christmas 2012 Version 2.0 (PHOTOS)
U0633,user_1,Tech,Settlement Reached In iPhone 4 'Antennagate' Suit
U9933,user_2,Crime,Woman Killed Trying To Stop Shoplifter
U3435,user_1,Tech,Investor Sues Elon Musk Over His Delayed Twitter Filing
U6669,user_2,Crime,Grand Jury Decides Not To Indict Anyone For Sandra Bland's Jailhouse Death
U0866,user_1,Tech,You Can Hire A Pokémon Go Trainer For $20 An Hour Because The World Is Good
U9306,user_3,Entertainment,"New Nicholas Sparks Movie Will Make You Cry, Duh"
U5380,user_2,Crime,New Details Emerge About Deadliest Mass Shooting In U.S. History
U5353,user_1,Tech,Most People Say They Don't Want To 'Broadcast' Their Lives On Facebook
U4060,user_2,Crime,Dad Of Missing 5-Year-Old California Boy Arrested On Suspicion Of Murder
U4411,user_3,Entertainment,'Guardians Of The Galaxy' Movie: James Gunn 'In Talks' To Direct [UPDATE]
U6499,user_2,Crime,Man Allegedly Tries To Rob A Chuck E. Cheese During His Own Job Interview
U3456,user_2,Crime,Gunfire Erupts In Ferguson After Protester Is Struck By Car
U0325,user_2,Crime,'That's What Triggered It': Orlando Nightclub Shooter Revealed Motive To Police Negotiator
U5700,user_3,Entertainment,Demi Lovato Absolutely Slays Cover Of Adele's 'Hello'
U9120,user_1,Tech,Here's How To Get Free 2-Day Shipping On Your Black Friday Purchases
U4922,user_3,Entertainment,Lindsey Stirling Readies 'Sensual And Sexy' Routine For New 'Dancing With The Stars'
U5698,user_2,Crime,Tracy Sin-Yee Tam Identified As Doctor Gunned Down By Former Employee At Bronx Hospital
U7689,user_3,Entertainment,Barry Jenkins Quietly Makes History With Oscar Nomination Trifecta
U3250,user_2,Crime,Trial Over Walter Scott Killing By South Carolina Police Deadlocks Over Holdout Juror
U6410,user_1,Tech,Hey Guys: The Internet Knows You're A Dog
U5308,user_1,Tech,Facebook Just Transformed Into A New Product Right Before Your Eyes
U7675,user_1,Tech,"Microsoft Debuts Surface Book, Its First Laptop, Plus Other New Gizmos"
U8922,user_2,Crime,Boston Beefs Up Security As Marathon Nears
U4531,user_1,Tech,The Surprising Thing You Never Noticed About Apple
U4004,user_2,Crime,Commissioner Bratton Confirms NYPD Slowdown
U7284,user_1,Tech,"GoPro Omni, New Virtual Reality Camera, Unveiled"
U5769,user_1,Tech,5 Pre-Black Friday Deals That Are Just As Good As The Real Thing
U9195,user_3,Entertainment,Kesha Fans Set To Protest Sony Music Outside New York Courthouse
U2770,user_3,Entertainment,Tina Fey Gets '30 Rock' Episodes With Blackface Removed From Viewing
U2362,user_3,Entertainment,"Interview: Vera Farmiga on At Middleton, Bates Motel and The Conjuring"
U5207,user_3,Entertainment,‘Community’ Creator Dan Harmon Apologizes To Writer Megan Ganz For Treating Her Like Garbage
U5606,user_1,Tech,Five Low-Tech Ways Manufacturers Can Make Guns Safer
U2413,user_1,Tech,Netflix Moves To Conquer Even More Of The World
U4080,user_2,Crime,Ahmad Khan Rahami's Dad: I Reported My Son To The FBI Years Ago
U0401,user_1,Tech,Spirit Story Box Is The Latest iPhone App For 'Ghosthunters'
U6405,user_1,Tech,Facebook IPO News Recap: Everything You Missed From The Social Network's Big Day
U0889,user_3,Entertainment,24 Gifts 'Black Panther' Fans Will Love To Ring In The Release
U8222,user_1,Tech,Police Officials Tell Congress Encryption Hurts Their Ability To Fight Crime
U7370,user_2,Crime,Police Horse Dies After Cop Forgets He Tied Him Up With No Food Or Water
U0497,user_1,Tech,Facebook Temporarily Killed Off A Lot Of Its Users
U6085,user_3,Entertainment,Amber Ruffin Reels Off Long List Of Bad Things Donald Trump Has Done To Women
U3316,user_2,Crime,Guy In MAGA Hat Allegedly Unloads Bear Spray Into Crowd Of Anti-Trump Protesters
U8493,user_1,Tech,"Uh Oh, One Of Samsung's Replacement Phones Caught Fire On An Airplane"
U4906,user_1,Tech,Meet The Man Who Uncovered The Target Hack
U8798,user_1,Tech,The New App a Secret Agent Would Love
U6223,user_3,Entertainment,This 'Game Of Thrones' Star Is Unrecognizable Out Of Costume
U1304,user_1,Tech,Boston Marathon Bombing Victim Halloween Costume Prompts Online Fury
U5073,user_1,Tech,Facebook Prioritizes What Makes You 'Sad' Or 'Angry' Over What You 'Like'
U5977,user_3,Entertainment,"Tina Fey, Goddess Of Comedy, Is Developing Yet Another Series"
U9989,user_2,Crime,Nevada Man Gets 4 Years For Scams Using Fake Trump And Biden PACS
U8370,user_2,Crime,"Quianna Tompkins, 6-Year-Old Girl, Shot During Family Memorial In Chicago"
U2277,user_2,Crime,"Limbo For Michael Slager, Ex-Cop Filmed Shooting Walter Scott In The Back"
U5047,user_3,Entertainment,Rob Reiner on the Middle-Age Love Story 'And So It Goes'
U3668,user_1,Tech,The Surprising Low-Tech Thing You Need To Enjoy Virtual Reality
U8545,user_2,Crime,Man Sets Himself On Fire At Columbus City Hall In Ohio
U2659,user_1,Tech,Google Cancels 'Town Hall' On Gender Dispute Over Fears Of Online Harassment By Far-Right
U7690,user_2,Crime,Louisiana Cops Arrested For Killing 6-Year-Old Boy
U8261,user_1,Tech,Watch The Top 9 YouTube Videos Of The Week
U1746,user_3,Entertainment,Donald Glover’s ‘Guava Island’ Features New Version Of ‘This Is America’
U4634,user_2,Crime,Are You Being Followed on Foot or By Car? What to Do
U9538,user_2,Crime,"Patrice Sanders, Florida Bus Driver, Allegedly Forced Students To Fight In Her Backyard (VIDEO)"
U5450,user_2,Crime,The Greatest Threat To Liberty Is Closer Than You Might Think
U1140,user_3,Entertainment,'Hotel Transylvania' Box Office: Film Looks To Dance Past September Record
U0855,user_2,Crime,'Glee' Star Naya Rivera Charged With Domestic Battery
U7773,user_3,Entertainment,The Rock's Baby Daughter Opens A Can Of Whoop-Ass In Instagram Video
U3308,user_3,Entertainment,Seth Rogen's F-Bomb Destruction Of Black Lives Matter Foes Is Divine
U8919,user_3,Entertainment,Jennifer Lawrence Is Thirsting After Timothée Chalamet: ‘He’s Hot'
U9386,user_2,Crime,Girl Hospitalized After Getting Boiling Water Poured On Face At Sleepover
U8620,user_1,Tech,Apple-Samsung Lawsuit: Apple Targets 4 Additional Products
U4346,user_1,Tech,15 Things Twitter Tells Us About Humanity
U1414,user_3,Entertainment,Popcorn Preview: Philomena
U2227,user_1,Tech,Headspace CEO On The Essential Weirdness Of Using Your Phone To Meditate
U5335,user_2,Crime,9 Terrifying American Murder Houses
U9073,user_2,Crime,NYC Jail Violence On The Rise: Report
U3718,user_1,Tech,How To Stop Worrying And Love Artificial Intelligence
U5507,user_3,Entertainment,Adam Rippon Wins 'Dancing With The Stars' Because It Was Destined
U5465,user_1,Tech,Uber Valued At More Than $50 Billion
U9552,user_1,Tech,Boxee's OTT Vision: Why It Matters
U7452,user_1,Tech,SXSW Held A Ridiculous Gamergate Panel
U8488,user_2,Crime,"Alan Evans Accused Of Killing Dog, Threatening To 'Eat' Roommate On Christmas Eve"
U3417,user_2,Crime,Cannibals In The News: Five Bizarre Acts Of Human Flesh Eating In One Week
U2537,user_3,Entertainment,Carrie Fisher's Daughter Billie Lourd Shoots Down 'Star Wars' Rumor
U4506,user_2,Crime,"Man Stabs 3-Year-Old Daughter, Dies In Police Shootout"
U0270,user_3,Entertainment,Miley Cyrus' Jingle Ball Performance Of '#Getitright' Features Santa Twerking And Plenty Of Glitter
U4218,user_3,Entertainment,Podcasters Offer $100K Reward For Information On 2Pac’s Killers
U8450,user_1,Tech,PokeDates Is Here To Help You Catch.. Love?
U6755,user_2,Crime,"4 Dead, Dozens Injured After Car Plows Into OSU Homecoming Crowd"
U5106,user_3,Entertainment,Candice Patton of The Flash Talks About Meeting the Fans! Part II
U5412,user_1,Tech,Nobody Seems To Understand What Jeff Bezos Is Doing. Does He?
U1246,user_3,Entertainment,"Ed Sheeran Showed Up On 'Game Of Thrones,' Fans Called For Fire And Blood"
U7094,user_1,Tech,The Silk Road's Dark-Web Dream Is Dead
U9304,user_1,Tech,Sneak Peek: HuffPost Brings Real Time Collaboration to the Newsroom
U8154,user_2,Crime,"NYC Police Search For Suspect Who Shot 2 Sleeping Homeless Men, One Fatally"
U6746,user_1,Tech,Someone Let Your Voting Data Leak Online. Here's What That Means
U4785,user_2,Crime,Death Of College Student Who Died In Custody Ruled Homicide
U6670,user_1,Tech,We Interrupt This Blog Post With a Copyright Alert
U8448,user_3,Entertainment,2000s Queen Julia Stiles Is Engaged
U7474,user_2,Crime,Second Girl Sentenced For ‘Slender Man’ Stabbing
U3541,user_1,Tech,Kansas City Man Predicts ESurance Super Bowl Commercial Winner Before Announcement
U2812,user_1,Tech,The Content Brief: Are Brands Ready for 3D Printing? [WATCH]
U6436,user_1,Tech,Watch The Top 9 YouTube Videos Of The Week
U1014,user_3,Entertainment,'Paranormal Activity: The Marked Ones' Scares Up No. 1 Place On Its First Day In Theaters
U8264,user_3,Entertainment,Dwayne Johnson Opens Up About His Mother's Suicide Attempt
U9850,user_1,Tech,Facebook Accused Of Reading Texts And Accessing Microphones In Lawsuit
U1030,user_1,Tech,Stop Sharing This Bogus Facebook Post. It Won't Make You Rich
U7870,user_3,Entertainment,Brad Pitt And Angelina Jolie Eat At Subway Just Like The Rest Of Us Plebeians
U5518,user_3,Entertainment,Damning Fox News Supercut From 'Daily Show' Exposes Network's Newest Hypocrisy
U7101,user_2,Crime,USC Football Osa Masina Charged With Rape In Utah
U7241,user_3,Entertainment,Bindi Irwin Is The Newest Contestant On 'Dancing With The Stars'
U9164,user_2,Crime,Veterans Catch Attempted Murder Suspect While Playing Pokemon Go
U8320,user_2,Crime,Mr. Incredible Convicted Of Attacking Batgirl On Hollywood Boulevard
